datetime,title,link,summary
2020-08-11,"[""Before BigCommerce's 200% IPO pop, Intuit offered $1.5 billion for the software company - CNBC""]",['https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjAvMDgvMTEvYmVmb3JlLWJpZ2NvbW1lcmNlcy1pcG8taW50dWl0LW9mZmVyZWQtMXBvaW50NS1iaWxsaW9uLWZvci10aGUtY29tcGFueS5odG1s0gFvaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjAvMDgvMTEvYmVmb3JlLWJpZ2NvbW1lcmNlcy1pcG8taW50dWl0LW9mZmVyZWQtMXBvaW50NS1iaWxsaW9uLWZvci10aGUtY29tcGFueS5odG1s?oc=5'],"[""BigCommerce's stock more than tripled in its market debut last week, marking the biggest IPO pop of 2020 and valuing the software company at close to $5 billion.\nJust about a month before the IPO, Intuit offered to buy BigCommerce for $1.5 billion, according to people familiar with the matter, who asked not to be named because the talks were confidential.\nBigCommerce CEO Brent Bellm gambled that, even in the midst of a global pandemic and economic slump, public investors would continue piling into new cloud software stocks.\nBoth companies provide e-retailers with software for developing their websites, handling payments and dealing with currency conversions.\nWhile Shopify is more than 20 times bigger than BigCommerce and still growing much faster, the market appears plenty big for another multibillion-dollar company, particularly as the pandemic pushes more retail online.""]"
2020-08-17,['2020 Review of Intuit Lacerte and ProSeries Scan and Import - CPAPracticeAdvisor.com'],['https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmNwYXByYWN0aWNlYWR2aXNvci5jb20vMjAyMC8wOC8xNy8yMDIwLXJldmlldy1vZi1pbnR1aXQtbGFjZXJ0ZS1hbmQtcHJvc2VyaWVzLXNjYW4tYW5kLWltcG9ydC8zOTYxNS_SAQA?oc=5'],"['Tax Scan and Import is available in both Intuit Lacerte and Intuit ProSeries, which are both available as a desktop or hosted application.\nTax Scan and Import is designed to work within each application and cannot be used as a stand-alone application.\nThe import feature in Tax Scan and Import is available at no cost to Professional level users or those with a Fast Path product license.\nAlong with the import feature, Tax Scan and Import offers a scan feature as well, allowing users to easily scan a document and later import data from the scanned documents directly into a client return.\nSummary & PricingTax Scan and Import is available in both Intuit ProSeries and Lacerte, and is better suited for small to mid-sized accounting firms.']"
2020-08-25,['Intuit (INTU) 4th Quarter Earnings: What to Expect - Nasdaq'],['https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvaW50dWl0LWludHUtNHRoLXF1YXJ0ZXItZWFybmluZ3MlM0Etd2hhdC10by1leHBlY3QtMjAyMC0wOC0yNdIBYWh0dHBzOi8vd3d3Lm5hc2RhcS5jb20vYXJ0aWNsZXMvaW50dWl0LWludHUtNHRoLXF1YXJ0ZXItZWFybmluZ3MlM0Etd2hhdC10by1leHBlY3QtMjAyMC0wOC0yNT9hbXA?oc=5'],"['Intuit (INTU), the parent of TurboTax, Mint and Quickbooks accounting software has seen its stock climb 22% year to date.\nThe financial software giant is set to report fourth quarter fiscal 2020 earnings results after the closing bell Tuesday.\nBut these near-term issues, which may pressure its fiscal 2020 revenue growth forecasts, will be the main topics analysts focus on.\nThis compares to the year-ago quarter when earnings it posted a loss of 9 cents per share on revenue of $994 million.\nConsensus estimates calls for revenue to rise 9%, while earnings are expected to rise 5%.']"
2020-08-26,['TurboTax-parent Intuit posts 83% quarterly revenue growth as more people file taxes from home - CNBC'],['https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjAvMDgvMjYvaW50dWl0LXBvc3RzLTgzcGVyY2VudC1xdWFydGVybHktcmV2ZW51ZS1ncm93dGgtYXMtbW9yZS1wZW9wbGUtdXNlLXR1cmJvdGF4Lmh0bWzSAXRodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMC8wOC8yNi9pbnR1aXQtcG9zdHMtODNwZXJjZW50LXF1YXJ0ZXJseS1yZXZlbnVlLWdyb3d0aC1hcy1tb3JlLXBlb3BsZS11c2UtdHVyYm90YXguaHRtbA?oc=5'],"[""Intuit, the provider of TurboTax, Quickbooks and Mint, saw revenue rise 83% in the last quarter of the company's 2020 fiscal year.\nThe strong sales growth amid a pandemic was powered by TurboTax, the online tax preparer, and the tax season, CEO Sasan Goodarzi told CNBC's Jim Cramer Wednesday afternoon.\nTurboTax Live, an online tax preparation service with CPAs and EAs, saw customer growth improve 70%, the company said.\nFor the consumer group segment, came in at $710 million for the quarter, up from $74 million in the year-ago quarter.\nThat more than made up for the 18% drop in the same business the company saw in the quarter that ended in April.""]"
2020-09-02,['Intuit Muscles into Banking with AI-Powered Primary Checking ... - The Financial Brand'],['https://news.google.com/rss/articles/CBMirgFodHRwczovL3RoZWZpbmFuY2lhbGJyYW5kLmNvbS9uZXdzL2RhdGEtYW5hbHl0aWNzLWJhbmtpbmcvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYmFua2luZy9iYW5raW5nLWFzLWEtc2VydmljZS1iYWFzLWRpZ2l0YWwtaW5ub3ZhdGlvbi1zbWFsbC1idXNpbmVzcy1pbnR1aXQtZ3JlZW4tZG90LTEwMTczNy_SAQA?oc=5'],['']
2020-09-08,"[""The FTC is investigating Intuit over 'free file' tax returns - The Verge""]",['https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIwLzkvOC8yMTQyNzUxOC9mdGMtaW52ZXN0aWdhdGlvbi1mcmVlLWZpbGUtdGF4LXJldHVybi10dXJib3RheC1jb25zdW1lci1wcm90ZWN0aW9u0gEA?oc=5'],"['The Federal Trade Commission is actively investigating Intuit, maker of the popular TurboTax tax preparation software, according to a new report by ProPublica.\nThe investigation centers on TurboTax’s “Free File” product, offered free of charge to most Americans in exchange for the assurance that the IRS would not develop a competing product.\nNow, the FTC is investigating whether Intuit’s handling of Free File may be legally actionable.\nIn May, the commission issued a civil investigative demand to the company, seeking investigative hearings with “at least eight different Intuit employees,” according to an Intuit filing.\nIn a statement to ProPublica, Intuit defended its record.']"
2020-09-10,"['Apple, Intuit, McDonald’s: Why Sound Businesses With Negative Working Capital Are Great For Investors - Forbes']",['https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2dyZWF0c3BlY3VsYXRpb25zLzIwMjAvMDkvMTAvYXBwbGUtaW50dWl0LW1jZG9uYWxkcy13aHktc291bmQtYnVzaW5lc3Nlcy13aXRoLW5lZ2F0aXZlLXdvcmtpbmctY2FwaXRhbC1hcmUtZ3JlYXQtZm9yLWludmVzdG9ycy_SAaABaHR0cHM6Ly93d3cuZm9yYmVzLmNvbS9zaXRlcy9ncmVhdHNwZWN1bGF0aW9ucy8yMDIwLzA5LzEwL2FwcGxlLWludHVpdC1tY2RvbmFsZHMtd2h5LXNvdW5kLWJ1c2luZXNzZXMtd2l0aC1uZWdhdGl2ZS13b3JraW5nLWNhcGl0YWwtYXJlLWdyZWF0LWZvci1pbnZlc3RvcnMvYW1wLw?oc=5'],['']
2020-09-23,['Intuit Launches Omnichannel Sales Platform QuickBooks Commerce - Business Wire'],['https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmJ1c2luZXNzd2lyZS5jb20vbmV3cy9ob21lLzIwMjAwOTIzMDA1NTgwL2VuL0ludHVpdC1MYXVuY2hlcy1PbW5pY2hhbm5lbC1TYWxlcy1QbGF0Zm9ybS1RdWlja0Jvb2tzLUNvbW1lcmNl0gEA?oc=5'],"['MOUNTAIN VIEW, Calif.--(BUSINESS WIRE)--Today, Intuit launched QuickBooks Commerce, a business management platform to help small businesses attract and sell to new customers across multiple channels and ultimately grow their business.\nQuickBooks Commerce helps small businesses grow by helping them sell across more channels while reducing the time they spend on operations.”QuickBooks Commerce arrives when small businesses need it most.\nQuickBooks Commerce is an open platform, so small businesses can integrate existing channels while expanding to new ones and have it all managed within QuickBooks.\nQuickBooks Commerce connects with marketplaces, websites and sales system providers to provide a diverse array of options suited to the needs of all small business owners— no matter where they sell.\nQuickBooks Commerce will make it easier for both existing and new sellers, including brick-and-mortar businesses, to sell on Amazon’s store, reducing complexity in managing their sales.']"
2020-09-25,['Review of Intuit Merchant Services - Bankrate.com'],['https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmJhbmtyYXRlLmNvbS9maW5hbmNlL2NyZWRpdC1jYXJkcy9yZXZpZXctaW50dWl0LW1lcmNoYW50LXNlcnZpY2VzL9IBAA?oc=5'],['LoanFind a personal loan in 2 minutes or lessAnswer some questions to get offers—with no impact to your credit score.']
2020-10-05,"[""Intuit's Smith and wife give WVU $25 million for outdoor recreational ... - Beckley Register-Herald""]",['https://news.google.com/rss/articles/CBMiswFodHRwczovL3d3dy5yZWdpc3Rlci1oZXJhbGQuY29tL25ld3MvaW50dWl0cy1zbWl0aC1hbmQtd2lmZS1naXZlLXd2dS0yNS1taWxsaW9uLWZvci1vdXRkb29yLXJlY3JlYXRpb25hbC1pbmZyYXN0cnVjdHVyZS1lZHVjYXRpb24vYXJ0aWNsZV85YTZhNDQ3Ni03MjMwLTVkNzQtYjE0Ny1iMmIzYWZhZmJhOGIuaHRtbNIBAA?oc=5'],"['A $25 million gift to West Virginia University from Intuit executive Brad Smith and his wife, Alys, will fund innovative new programs to ignite West Virginia’s economy, develop world-class recreational infrastructure and expand outdoor educational opportunities.\nSubmitted photo']"
2020-10-06,['Fishbowl Now Offers Intuit QuickBooks Products and Services as a ... - Business Wire'],['https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIwMTAwNjAwNTcxOC9lbi9GaXNoYm93bC1Ob3ctT2ZmZXJzLUludHVpdC1RdWlja0Jvb2tzLVByb2R1Y3RzLWFuZC1TZXJ2aWNlcy1hcy1hLVF1aWNrQm9va3MtU2VydmljZS1Qcm92aWRlctIBAA?oc=5'],"['OREM, Utah--(BUSINESS WIRE)--Fishbowl® recently joined Intuit’s QuickBooks Solution Provider program to offer QuickBooks to businesses directly from Fishbowl with great savings and discounts on their favorite QuickBooks products and services.\n“We are very excited to be a QuickBooks Solution Provider,” said John David King, Fishbowl CEO.\n“This allows us to provide all of QuickBooks’ products and services for the benefit of businesses including our own customers.”As an Intuit QuickBooks Solution provider, Fishbowl is able to provide the tools to help strengthen business practices.\n“About 94% of Fishbowl customers already use QuickBooks,” said Kacie Duran, QuickBooks Reseller Program Manager at Fishbowl.\nFor additional information regarding QuickBooks products and services, contact Fishbowl at 385-265-5649, or on the web at https://shop.fishbowlinventory.com.']"
2020-10-12,['Meditation Giant Headspace Taps Intuit Alum CeCe Morken To Be ... - Forbes'],['https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL21hZ2dpZW1jZ3JhdGgvMjAyMC8xMC8xMi9tZWRpdGF0aW9uLWdpYW50LWhlYWRzcGFjZS10YXBzLWludHVpdC1hbHVtLWNlY2UtbW9ya2VuLXRvLWJlLWl0cy1maXJzdC1mZW1hbGUtY2VvL9IBAA?oc=5'],['']
2020-10-14,"['Intuit Prosperity Hub Program Generates 2,200 Jobs and $123 Million Annual Economic Activity for Communities in Need - Investing News Network']",['https://news.google.com/rss/articles/CBMipAFodHRwczovL2ludmVzdGluZ25ld3MuY29tL25ld3MvZmludGVjaC1pbnZlc3RpbmcvaW50dWl0LXByb3NwZXJpdHktaHViLXByb2dyYW0tZ2VuZXJhdGVzLTIyMDAtam9icy1hbmQtMTIzLW1pbGxpb24tYW5udWFsLWVjb25vbWljLWFjdGl2aXR5LWZvci1jb21tdW5pdGllcy1pbi1uZWVkL9IBmwFodHRwczovL2ludmVzdGluZ25ld3MuY29tL2FtcC9pbnR1aXQtcHJvc3Blcml0eS1odWItcHJvZ3JhbS1nZW5lcmF0ZXMtMjIwMC1qb2JzLWFuZC0xMjMtbWlsbGlvbi1hbm51YWwtZWNvbm9taWMtYWN0aXZpdHktZm9yLWNvbW11bml0aWVzLWluLW5lZWQtMjY1NTMxMjcxNw?oc=5'],['Copyright 2023 © Dig Media Inc.Your trusted source for investing success since 2007.\nRenowned for our market outlook reports and investing guides']
2020-10-16,['Intuit India launches virtual coding competition - Express Computer'],['https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmV4cHJlc3Njb21wdXRlci5pbi9uZXdzL2ludHVpdC1pbmRpYS1sYXVuY2hlcy12aXJ0dWFsLWNvZGluZy1jb21wZXRpdGlvbi82NzUzMy_SAV9odHRwczovL3d3dy5leHByZXNzY29tcHV0ZXIuaW4vYW1wL25ld3MvaW50dWl0LWluZGlhLWxhdW5jaGVzLXZpcnR1YWwtY29kaW5nLWNvbXBldGl0aW9uLzY3NTMzLw?oc=5'],"['Intuit India, announced the launch of their first-ever virtual coding challenge called ‘Intuit Circles Codeathon’.\n‘Intuit Circles Codeathon’ is open to idea-stage and SaaS startups with a solution to build on a trusted open-source platform for markets across the globe.\nThrough the Intuit Circles Codeathon, startups can pick from 6 key problem statements to resolve and integrate their solutions on the Intuit QuickBooks platform.\n“Through the Intuit Circles Codeathon, we want to partner with startups to architect and scale their solutions globally.\nMoreover, the participants will become a part of the Intuit Circles’ virtual community of 2500+ startups and experts where they can connect, network, learn and grow with each other']"
2020-10-20,"[""Intuit Appoints Tekedra Mawakana, Waymo's Chief Operating Officer ... - Business Wire""]",['https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIwMTAyMDAwNTg4NC9lbi9JbnR1aXQtQXBwb2ludHMtVGVrZWRyYS1NYXdha2FuYS1XYXltb3MtQ2hpZWYtT3BlcmF0aW5nLU9mZmljZXItdG8tQm9hcmQtb2YtRGlyZWN0b3Jz0gEA?oc=5'],"['MOUNTAIN VIEW, Calif.--(BUSINESS WIRE)--Intuit Inc. (NASDAQ:INTU) today announced it has appointed Tekedra Mawakana to its board of directors.\n“ Tekedra has a deep understanding of issues at the intersection of automated technology, consumer trust and global public policy,” said Brad Smith, Intuit’s Executive Chairman of the Board.\nMawakana has more than two decades of experience in advising publicly traded consumer technology companies on global regulatory policy.\nAs Yahoo’s VP of global public policy, she advised its CEO on policy issues around privacy and security.\nWe are a mission-driven, global financial platform company with products including TurboTax, QuickBooks, and Mint, designed to empower consumers, self-employed and small businesses to improve their financial lives.']"
2020-10-22,['Intuit Launches New QuickBooks Insurance and 401(k) Services - CPAPracticeAdvisor.com'],['https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmNwYXByYWN0aWNlYWR2aXNvci5jb20vMjAyMC8xMC8yMi9pbnR1aXQtbGF1bmNoZXMtbmV3LXF1aWNrYm9va3MtaW5zdXJhbmNlLWFuZC00MDFrLXNlcnZpY2VzLzQwOTEyL9IBAA?oc=5'],"['Small business owners can evaluate, purchase, manage and track their QuickBooks Insurance and 401(k) plans starting from within QuickBooks, using the information already available on the platform.\nIntuit Inc. has launched two new offerings: QuickBooks Insurance and, separately, 401(k) powered by Guideline.\n“There are aspects of running a small business that don’t always make it to the top of the priority list because they are time-consuming, complicated or perceived as cost-prohibitive,” said Jon Fasoli, vice president, Intuit QuickBooks, Small Business Self-Employed Group.\nAccessible via the Insurance tab from within QuickBooks, QuickBooks Insurance offers general liability, professional liability, employment practices liability, workers’ compensation, commercial auto, cyber and earthquake insurance through four highly-rated2 providers: AP Intego, Coterie, Cover Genius and Next Insurance.\nFor more information on QuickBooks Insurance, please visit the QuickBooks blog.']"
2020-11-12,['Work Smarter With New Updates to Intuit Professional Tax Software - Business Wire'],['https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmJ1c2luZXNzd2lyZS5jb20vbmV3cy9ob21lLzIwMjAxMTEyMDA1MzAxL2VuL1dvcmstU21hcnRlci1XaXRoLU5ldy1VcGRhdGVzLXRvLUludHVpdC1Qcm9mZXNzaW9uYWwtVGF4LVNvZnR3YXJl0gEA?oc=5'],"['New enhancements to Intuit ProConnect, ProSeries, and Lacerte Tax will work to help clients focus on the future.\nIntuit has been hard at work, investing time and resources to make Link work harder.\nUpdates to ProSeries Tax Year 2020: Helping to focus on clientsDatabase replacement.\nProSeries Tax Idea Exchange.\nUpdates to Lacerte Tax Year 2020: Helping save timeAutomatic time tracking by return for all tax types.']"
2020-11-22,['Downtown Bluefield takes shape with Intuit centerpiece - West Virginia MetroNews'],['https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3ZtZXRyb25ld3MuY29tLzIwMjAvMTEvMjIvZG93bnRvd24tYmx1ZWZpZWxkLXRha2VzLXNoYXBlLXdpdGgtaW50dWl0LWNlbnRlcnBpZWNlL9IBAA?oc=5'],"['BLUEFIELD, W.Va. — If you’ve taken a drive through downtown Bluefield in the past few months you may have noticed the city has taken on a new look and city officials hope it’s just the start.\nA lot has happened since, Bluefield Economic Development Authority Executive Director Jim Spencer recently told MetroNews.\nHe hoped from the beginning that Intuit’s decision to come to Bluefield would bring other businesses downtown and it’s already happening.\nIn the last 60 to 75 days we’ve had five new businesses start up in Bluefield,” Spencer said.\nNumber one it will provide an enhancement in healthcare, but number two it’s going to be an attraction to bring folks to downtown Bluefield,” Spencer told WVVA Television.']"
2020-11-25,['Intuit and Credit Karma Receive Clearance from Department of ... - Business Wire'],['https://news.google.com/rss/articles/CBMinQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIwMTEyNTAwNTcwOS9lbi9JbnR1aXQtYW5kLUNyZWRpdC1LYXJtYS1SZWNlaXZlLUNsZWFyYW5jZS1mcm9tLURlcGFydG1lbnQtb2YtSnVzdGljZS1mb3ItQWNxdWlzaXRpb24tb2YtQ3JlZGl0LUthcm1h0gEA?oc=5'],"['Intuit and Credit Karma also announced Credit Karma’s agreement with Square (NYSE: SQ), pursuant to which Credit Karma will divest its Credit Karma Tax business to Square.\nThe completion of the transaction with Square is contingent upon the successful closing of Intuit’s acquisition of Credit Karma, among other customary closing conditions.\n“ Today is an exciting milestone for Intuit and Credit Karma.\nLearn more about how Credit Karma members are making financial progress on Instagram, Facebook and Twitter.\nBecause these forward-looking statements involve risks and uncertainties, there are important factors that could cause our actual results to differ materially from the expectations expressed in the forward-looking statements.']"
2020-12-03,['Intuit Completes Acquisition of Credit Karma - Business Wire'],['https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmJ1c2luZXNzd2lyZS5jb20vbmV3cy9ob21lLzIwMjAxMjAzMDA1NjAyL2VuL0ludHVpdC1Db21wbGV0ZXMtQWNxdWlzaXRpb24tb2YtQ3JlZGl0LUthcm1h0gEA?oc=5'],"['I personally want to welcome Ken and the Credit Karma team to the Intuit family.\nTransaction DetailsIntuit has closed its acquisition of Credit Karma for a total consideration of approximately $3.4 billion in cash and 13.3 million shares of Intuit stock and equity awards with a value of $4.7 billion.\nIntuit will also grant approximately $300 million of restricted stock units to Credit Karma employees shortly after the closing of the transaction.\nGoldman Sachs & Co. LLC served as Credit Karma’s financial advisor, with Skadden, Arps, Slate, Meagher & Flom LLP and Wilson Sonsini Goodrich & Rosati providing legal counsel to Credit Karma.\nLearn more about how Credit Karma members are making financial progress on Instagram, Facebook and Twitter.']"
2020-12-10,"['Why Intuit bought Credit Karma in one of the biggest fintech deals of 2020 - Yahoo Finance', ""Intuit CEO Of Early 2010s Relishes Being Different - Investor's Business Daily""]","['https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy93aHktaW50dWl0LWJvdWdodC1jcmVkaXQta2FybWEtMjAzMDA5NjkxLmh0bWzSAVRodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy93aHktaW50dWl0LWJvdWdodC1jcmVkaXQta2FybWEtMjAzMDA5NjkxLmh0bWw?oc=5', 'https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy9tYW5hZ2VtZW50L2xlYWRlcnMtYW5kLXN1Y2Nlc3MvaW50dWl0LWNlby1sZWdlbmRhcnktZm9ybWVyLXJlbGlzaGVzLWJlaW5nLWRpZmZlcmVudC1icmFkLXNtaXRoL9IBAA?oc=5']","['Credit Karma is in the business of providing free credit score tracking—but apparently it’s worth billions to Intuit, which just closed its acquisition of the company in a deal valued at $8.1 billion including cash and stock.\nStill, the increase is somewhat surprising considering Credit Karma sold its tax-prep product to Square last month to avoid antitrust concerns ahead of its combination with Intuit, which makes TurboTax.\n“Credit Karma set out to do exactly what we’re trying to do—they’re just 10 years ahead of us,” Goodarzi says, noting that Intuit plans to let Credit Karma operate as an autonomous subsidiary.\nStory continues“One of the biggest frustrations for consumers is the lack of certainty around whether you’re qualified for a product,” says Ken Lin, the CEO and founder of Credit Karma.\nWhile Credit Karma could predict someone’s eligibility for a personal loan using credit reports, credit worthiness is only 60% to 80% of the final approval decision.', 'He thought Smith\'s accent made him ""come across as unsophisticated,"" Smith, CEO during Intuit\'s (INTU) breathtaking run from 2008 to 2018, told Investor\'s Business Daily.\nSmith\'s run as Intuit CEO is remarkable.\nAnd the stock soared more than 500% with Smith as Intuit CEO, while the S&P 500 rose just 73%.\nFormer Intuit CEO: Listen Like A Good LeaderWhat\'s Smith\'s rule no.\nFormer Intuit CEO Smith\'s KeysIntuit CEO from January 2008 through 2018.']"
2020-12-22,['Judge Breyer rejects $40 million Intuit class settlement amid ... - Reuters'],['https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2FydGljbGUvbGVnYWwtdXMtb3RjLWludHVpdC1pZFVTS0JOMjhXMk010gEA?oc=5'],"['Judge Breyer was all too familiar with the backstory on Intuit’s enforcement of the arbitration provision.\nIn August, the 9th Circuit overturned his decision, effectively stripping class counsel from Girard Sharp and Stueve Siegel Hanson of leverage in negotiations of a class settlement.\nJudge Breyer suggested at the Dec. 17 hearing on the proposed class action settlement that Intuit has only itself to blame for its mass arbitration predicament.\nJudge Breyer asked at the hearing if Intuit would agree to a settlement without an injunction halting pending arbitrations, at least temporarily.\nAnd that’s a way that is recognized and sanctioned.”We’ll know more about why Judge Breyer rejected the Intuit proposed settlement when he issues his opinion.']"
2020-12-26,"['Intuit QuickBooks ""We mean business for your business"" by Wieden ... - CampaignLive']",['https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmNhbXBhaWdubGl2ZS5jby51ay9hcnRpY2xlL2ludHVpdC1xdWlja2Jvb2tzLXdlLW1lYW4tYnVzaW5lc3MtYnVzaW5lc3Mtd2llZGVuLWtlbm5lZHktbG9uZG9uLzE3MDMzNDjSAQA?oc=5'],"['QuickBooks is supporting small businesses and the brand has enlisted an aptly small team for the job.\n""It’s a battlefield out there,"" the ad begins as members of the QuickBooks team (referred to as wolves, sharks and wolf-sharks) ""take care of business"".\nThe spot takes a turn when it is revealed that QuickBooks’ wolf-shark hybrids are actually ""teeny-tiny, hard-nosed QuickBooks people"" working in a chippy, where they are in conflict with a seagull before dancing to heavy metal music while being lightly salted by their employer.\nThis is QuickBooks\' biggest ever integrated campaign in the UKThe work was created by Francesca Van Haverbeke and Florence Deary, and directed by Nick Ball through Blink.\nEarlier this year, Intuit QuickBooks spent £300,000 on media and production to support small businesses that were impacted by the pandemic.']"
2021-01-04,['New Intuit TurboTax Live Brand Campaign Brings Tax Experts ... - Business Wire'],['https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDIxMDEwNDAwNTA3OS9lbi9OZXctSW50dWl0LVR1cmJvVGF4LUxpdmUtQnJhbmQtQ2FtcGFpZ24tQnJpbmdzLVRheC1FeHBlcnRzLSVFMiU4MCU5Q1N0cmFpZ2h0LVRvLVlvdSVFMiU4MCU5RNIBAA?oc=5'],"['TurboTax Live tax experts can now completely prepare and file tax returns, start to finish, saving people time and giving them confidence their taxes are done right.\n“The Family Tax Expert” : In this spot, TurboTax Live tax experts have tax advice for everyone in the family.\n: In this spot, TurboTax Live tax experts have tax advice for everyone in the family.\n“ Hand It Off ”: Whether you’re a hand model, own a potato farm or have a love for fishing, or all three - TurboTax Live tax experts can help.\n”: Whether you’re a hand model, own a potato farm or have a love for fishing, or all three - TurboTax Live tax experts can help.']"
2021-01-20,"[""Intuit Technologies hires first CTO as it plots year of 'targeted' M&A - ARNnet""]",['https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmFybm5ldC5jb20uYXUvYXJ0aWNsZS82ODU3MjYvaW50dWl0LXRlY2hub2xvZ2llcy1oaXJlcy1maXJzdC1jdG8taXQtcGxvdHMteWVhci10YXJnZXRlZC1tL9IBAA?oc=5'],"[""Bianca Pickett (Intuit Technologies) Credit: Intuit TechnologiesTasmanian IT service provider Intuit Technologies has hired its first chief technology officer to help kickstart a year focused on deepening specialisations and potential acquisitions.\nJoining from INDEX Consultants, Pickett will be based in Melbourne and form part of Intuit Technologies’ growing mainland footprint on the back of its SureBridge acquisition last year.\nShe will also assist the leadership team with scouring new acquisition opportunities, especially in Melbourne and the ACT, that will add to Intuit Technologies’ skills roster.\nSince the acquisition of SureBridge, Intuit Technologies now has roughly 150 employees and primarily services small-to-mid market companies, particularly those in finance, manufacturing and agriculture.\nPickett's appointment comes a year after that of former Data#3 executive Phil Dickman, who joined as Intuit Technologies’ chief revenue officer.""]"
2021-02-03,['Intuit acquires OneSaas to bolster omni-channel sales solution - CRN Australia'],['https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmNybi5jb20uYXUvbmV3cy9pbnR1aXQtYWNxdWlyZXMtb25lc2Fhcy10by1ib2xzdGVyLW9tbmktY2hhbm5lbC1zYWxlcy1zb2x1dGlvbi01NjA1ODfSAQA?oc=5'],"['Intuit has acquired Aussie-born OneSaas, to bring omnichannel sales data integration into the new QuickBooks Commerce product.\nOneSaas is an infrastructure platform that normalises data from across marketplaces, point-of-sale, fulfilment, and other categories of ecommerce platforms for consumption by QuickBook Commerce.\nBased in Sydney, OneSaas was founded in 2010 by current chief technology officer Corneliu Tusnea and has been an Intuit partner and part of the QuickBooks App Store since 2014.\n“The OneSaas team has built an outstanding data integration platform that makes it easier for our small business owners to manage and grow their business through new channels, and the confidence to make decisions through actionable insights that drive profitability,” said QuickBooks EVP and GM Alex Chriss.\nThe drive toward online sales platforms has seen a huge boost for digital platform providers and the need for greater integration between them positioned OneSaas as a right place, right time solution for QuickBooks to expand on the insights it can offer within its Commerce product.']"
2021-02-05,['“A successful Australian exit”: E-commerce startup OneSaas ... - SmartCompany'],['https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LnNtYXJ0Y29tcGFueS5jb20uYXUvc3RhcnR1cHNtYXJ0L25ld3Mvb25lc2Fhcy1hY3F1aXJlZC1pbnR1aXQtcXVpY2tib29rcy_SAQA?oc=5'],"['Sydney e-commerce data integration startup OneSaas has been acquired by Intuit Quickbooks, having ridden the online shopping wave over the past decade, and the tidal surge over the past 12 months.\nNow, the product allows e-commerce businesses to integrate various apps, automating everything from accounting and billing to fulfilment and inventory management.\nFor these businesses to be able to support small business, they needed to offer integration, the founder notes.\nHe calls products such as OneSaas the “backbone for e-commerce”, and as the sector has grown, it’s grown too.\nIn partnership with Intuit Quickbooks, he felt the business could support more small businesses and pick up the pace in terms of growth.']"
